,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,total_unit_cost,state,county,state_name,region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month,month_name
52472,SO - 0004926,2017-05-28,Valeant Corp,Export,Product 5,8,3872.6,30980.8,1858.848,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,3925424.5420000004,14870.784,16110.016,52.0,2017-05,5
52473,SO - 0006075,2017-05-28,Twimbo Company,Wholesale,Product 25,12,207.70000000000002,2492.4,85.157,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,5342315.484,1021.884,1470.516,59.0,2017-05,5
52474,SO - 0006127,2017-05-28,SAFEWAY Ltd,Wholesale,Product 13,12,1132.3,13587.599999999999,611.442,TX,Cameron County,Texas,South,26.19063,-97.6961,3720639.645,7337.304,6250.2959999999985,45.99999999999999,2017-05,5
52475,SO - 0008745,2017-05-28,Oozz Group,Wholesale,Product 26,6,931.3000000000001,5587.8,447.024,MI,Clinton County/Ingham County/Eaton County,Michigan,Midwest,42.71434,-84.55928,5685138.2700000005,2682.1440000000002,2905.656,52.0,2017-05,5
52476,SO - 0010095,2017-05-28,WOONSOCKET Corp,Wholesale,Product 4,12,3624.7000000000003,43496.4,2646.031,IL,Will County,Illinois,Midwest,41.68366,-88.08834,2885560.824,31752.372,11744.028000000002,27.0,2017-05,5
52477,SO - 0001658,2017-05-28,Fatz Group,Distributor,Product 19,12,1755.4,21064.800000000003,965.4700000000001,CA,Orange County,California,West,33.77391,-117.94145,1645841.6,11585.640000000001,9479.160000000002,45.0,2017-05,5
52478,SO - 0004257,2017-05-28,Aibox Company,Wholesale,Product 6,8,2559.4,20475.2,2098.708,TN,Carter County/Washington County/Sullivan County,Tennessee,South,36.34233,-82.38091,1672229.416,16789.664,3685.536,18.0,2017-05,5
52479,SO - 0004582,2017-05-28,Pixoboo Corp,Distributor,Product 26,9,2485.7000000000003,22371.300000000003,1093.708,MI,Oakland County,Michigan,Midwest,42.63892,-83.29105,5685138.2700000005,9843.372000000001,12527.928000000002,56.00000000000001,2017-05,5
52480,SO - 0005579,2017-05-28,Natures Group,Distributor,Product 14,7,1058.6000000000001,7410.200000000001,899.8100000000001,WA,Benton County,Washington,West,46.21125,-119.13723,4028698.4090000005,6298.67,1111.5300000000007,15.000000000000007,2017-05,5
52481,SO - 0010112,2017-05-28,US Ltd,Distributor,Product 17,11,5480.6,60286.600000000006,3288.36,WI,Racine County,Wisconsin,Midwest,42.72613,-87.78285,2119616.824,36171.96,24114.640000000007,40.00000000000001,2017-05,5
52482,SO - 0010226,2017-05-28,True Ltd,Export,Product 1,10,5581.1,55811.0,3069.6050000000005,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,3016489.209,30696.050000000003,25114.949999999997,44.99999999999999,2017-05,5
52483,SO - 0003122,2017-05-28,Eire Corp,Wholesale,Product 22,9,1983.2,17848.8,1685.72,MD,Frederick County,Maryland,South,39.41427,-77.41054,663601.902,15171.48,2677.3199999999997,15.0,2017-05,5
52484,SO - 0003806,2017-05-28,Deseret Group,Wholesale,Product 13,8,924.6,7396.8,369.84000000000003,MN,Dakota County,Minnesota,Midwest,44.64969,-93.24272,3720639.645,2958.7200000000003,4438.08,60.0,2017-05,5
52485,SO - 0004865,2017-05-28,Golden Corp,Distributor,Product 23,8,234.5,1876.0,180.565,KS,Wyandotte County,Kansas,Midwest,39.11417,-94.62746,1135815.7580000001,1444.52,431.48,23.0,2017-05,5
52486,SO - 0005533,2017-05-28,American Corp,Distributor,Product 1,6,3959.7000000000003,23758.2,2930.1780000000003,TX,Tarrant County/Denton County,Texas,South,33.0379,-97.11287,3016489.209,17581.068000000003,6177.131999999998,25.99999999999999,2017-05,5
52487,SO - 0008829,2017-05-28,Aveda Group,Wholesale,Product 14,10,5406.900000000001,54069.00000000001,4055.175,CA,Riverside County,California,West,33.74752,-116.97197,4028698.4090000005,40551.75,13517.250000000007,25.00000000000001,2017-05,5
52488,SO - 0008812,2017-05-28,Skippad Ltd,Wholesale,Product 12,7,891.1,6237.7,543.571,CA,Orange County,California,West,33.74585,-117.82617,1356976.996,3804.9970000000003,2432.7029999999995,38.99999999999999,2017-05,5
52489,SO - 0009623,2017-05-28,GOOD Ltd,Wholesale,Product 5,12,5293.0,63516.0,3228.73,LA,Lafayette Parish,Louisiana,South,30.22409,-92.01984,3925424.5420000004,38744.76,24771.239999999998,38.99999999999999,2017-05,5
52490,SO - 0010578,2017-05-28,Aldi Ltd,Wholesale,Product 22,7,1125.6000000000001,7879.200000000001,596.5680000000001,OR,Benton County,Oregon,West,44.56457,-123.26204,663601.902,4175.976000000001,3703.224,47.0,2017-05,5
52491,SO - 0001031,2017-05-28,Jaxbean Group,Distributor,Product 14,11,998.3000000000001,10981.300000000001,788.657,MN,Dakota County,Minnesota,Midwest,44.80413,-93.16689,4028698.4090000005,8675.227,2306.0730000000003,21.000000000000004,2017-05,5
52492,SO - 0002518,2017-05-28,Topco Company,Distributor,Product 26,7,991.6,6941.2,763.532,VA,Norfolk city,Virginia,South,36.84681,-76.28522,5685138.2700000005,5344.724,1596.4759999999997,22.999999999999996,2017-05,5
52493,SO - 0003381,2017-05-28,Voolia Ltd,Wholesale,Product 19,11,1025.1000000000001,11276.100000000002,727.821,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,1645841.6,8006.031,3270.0690000000022,29.000000000000014,2017-05,5
52494,SO - 0003471,2017-05-28,Nlounge Ltd,Wholesale,Product 15,5,1051.9,5259.5,462.83600000000007,SC,Lexington County/Richland County,South Carolina,South,34.0291,-80.89804,3299478.315,2314.1800000000003,2945.3199999999997,55.99999999999999,2017-05,5
52495,SO - 0006087,2017-05-28,Avavee Group,Wholesale,Product 18,5,4020.0,20100.0,2170.8,VA,Prince William County,Virginia,South,38.63706,-77.31109,2309499.045,10854.0,9246.0,46.0,2017-05,5
52496,SO - 0007180,2017-05-28,Cantrell Company,Wholesale,Product 20,7,1051.9,7363.300000000001,841.5200000000001,WI,Racine County,Wisconsin,Midwest,42.72613,-87.78285,2067108.1199999999,5890.64,1472.6600000000008,20.000000000000007,2017-05,5
52497,SO - 0009307,2017-05-28,Zooxo Ltd,Wholesale,Product 26,9,254.6,2291.4,188.404,NJ,Ocean County,New Jersey,Northeast,40.0908,-74.36126,5685138.2700000005,1695.636,595.7640000000001,26.000000000000007,2017-05,5
52498,SO - 0006107,2017-05-28,Skiptube Ltd,Wholesale,Product 27,7,5326.5,37285.5,3036.1049999999996,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,964940.2310000001,21252.734999999997,16032.765000000003,43.00000000000001,2017-05,5
52499,SO - 0006325,2017-05-28,Realbuzz Ltd,Export,Product 28,5,1963.1000000000001,9815.5,1138.598,AZ,Maricopa County,Arizona,West,33.35283,-111.78903,1003867.767,5692.99,4122.51,42.00000000000001,2017-05,5
52500,SO - 0007779,2017-05-28,Divanoodle Ltd,Export,Product 26,9,3912.8,35215.200000000004,3012.856,CA,Alameda County,California,West,37.87159,-122.27275,5685138.2700000005,27115.704,8099.496000000003,23.000000000000007,2017-05,5
52501,SO - 0009711,2017-05-28,True Ltd,Wholesale,Product 13,9,6478.900000000001,58310.100000000006,5183.120000000001,TX,McLennan County,Texas,South,31.54933,-97.14667,3720639.645,46648.08000000001,11662.019999999997,19.999999999999993,2017-05,5
52502,SO - 0009021,2017-05-28,SHISEIDO Ltd,Export,Product 16,6,1226.1000000000001,7356.6,514.962,MN,Hennepin County,Minnesota,Midwest,45.07246,-93.45579,2062061.144,3089.772,4266.828,58.00000000000001,2017-05,5
52503,SO - 0008380,2017-05-28,Zooveo Company,Export,Product 14,12,904.5,10854.0,443.205,VA,Richmond city,Virginia,South,37.55376,-77.46026,4028698.4090000005,5318.46,5535.54,51.0,2017-05,5
52504,SO - 0008428,2017-05-28,Geiss Company,Wholesale,Product 25,9,214.4,1929.6000000000001,139.36,IA,Story County,Iowa,Midwest,42.03471,-93.61994,5342315.484,1254.2400000000002,675.3599999999999,34.99999999999999,2017-05,5
52505,SO - 0009283,2017-05-28,Tambee Company,Export,Product 13,7,2458.9,17212.3,1254.039,TX,Jones County/Taylor County,Texas,South,32.45451,-99.73815,3720639.645,8778.273,8434.027,49.00000000000001,2017-05,5
52506,SO - 0008615,2017-05-28,Realbridge Corp,Distributor,Product 3,12,2378.5,28542.0,1236.82,ID,Ada County,Idaho,West,43.61211,-116.39151,2642352.432,14841.84,13700.16,48.0,2017-05,5
52507,SO - 0001183,2017-05-28,Topco Company,Distributor,Product 9,8,3979.8,31838.4,2865.456,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,710415.405,22923.648,8914.752,28.000000000000004,2017-05,5
52508,SO - 0006046,2017-05-28,SHISEIDO Ltd,Wholesale,Product 15,5,1835.8,9179.0,1542.072,VA,Suffolk city,Virginia,South,36.72821,-76.58356,3299478.315,7710.36,1468.6400000000003,16.000000000000004,2017-05,5
52509,SO - 0007178,2017-05-28,Holston Company,Wholesale,Product 11,12,1058.6000000000001,12703.2,508.12800000000004,OR,Washington County,Oregon,West,45.49428,-122.86705,1230458.484,6097.536,6605.664000000001,52.0,2017-05,5
52510,SO - 0007299,2017-05-28,Buzzshare Company,Distributor,Product 1,7,1105.5,7738.5,906.51,MO,St. Charles County,Missouri,Midwest,38.80033,-90.62651,3016489.209,6345.57,1392.9300000000003,18.000000000000004,2017-05,5
52511,SO - 0008730,2017-05-28,Zooxo Ltd,Distributor,Product 2,10,1172.5,11725.0,996.625,IL,Champaign County,Illinois,Midwest,40.11506,-88.27365,3050087.565,9966.25,1758.75,15.0,2017-05,5
52512,SO - 0009407,2017-05-28,Topiczoom Corp,Distributor,Product 16,9,3356.7000000000003,30210.300000000003,1779.0510000000002,AR,Faulkner County,Arkansas,South,35.0887,-92.4421,2062061.144,16011.459,14198.841000000002,47.0,2017-05,5
52513,SO - 0001645,2017-05-29,General Company,Export,Product 16,10,2479.0,24790.0,1462.61,IN,Marion County,Indiana,Midwest,39.8716,-86.01156,2062061.144,14626.099999999999,10163.900000000001,41.0,2017-05,5
52514,SO - 0002183,2017-05-29,Eayo Company,Wholesale,Product 14,8,5882.6,47060.8,4176.646,FL,Alachua County,Florida,South,29.65163,-82.32483,4028698.4090000005,33413.168,13647.632000000005,29.00000000000001,2017-05,5
52515,SO - 0003054,2017-05-29,Aibox Company,Distributor,Product 14,11,2318.2000000000003,25500.200000000004,1182.2820000000002,KY,Jefferson County,Kentucky,South,38.25424,-85.75941,4028698.4090000005,13005.102000000003,12495.098000000002,49.0,2017-05,5
52516,SO - 0003225,2017-05-29,Oozz Group,Distributor,Product 25,5,1031.8,5159.0,567.49,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,5342315.484,2837.45,2321.55,45.0,2017-05,5
52517,SO - 0005195,2017-05-29,Muxo Group,Wholesale,Product 26,8,1916.2,15329.6,1494.6360000000002,VA,Fairfax County,Virginia,South,38.96872,-77.3411,5685138.2700000005,11957.088000000002,3372.511999999999,21.999999999999993,2017-05,5
52518,SO - 0008940,2017-05-29,Arbor Company,Distributor,Product 26,6,2278.0,13668.0,1321.24,FL,Flagler County,Florida,South,29.58497,-81.20784,5685138.2700000005,7927.4400000000005,5740.5599999999995,42.0,2017-05,5
52519,SO - 0009792,2017-05-29,Twimbo Company,Wholesale,Product 10,7,1809.0,12663.0,1139.67,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,864331.624,7977.6900000000005,4685.3099999999995,36.99999999999999,2017-05,5
52520,SO - 0009626,2017-05-29,Epic Group,Distributor,Product 13,11,201.0,2211.0,150.75,NY,Albany County,New York,Northeast,42.65258,-73.75623,3720639.645,1658.25,552.75,25.0,2017-05,5
52521,SO - 000741,2017-05-29,General Company,Wholesale,Product 23,9,864.3000000000001,7778.700000000001,691.44,MT,Yellowstone County,Montana,West,45.78329,-108.50069,1135815.7580000001,6222.960000000001,1555.7399999999998,19.999999999999996,2017-05,5
52522,SO - 0002923,2017-05-29,Tagfeed Ltd,Distributor,Product 1,11,5520.8,60728.8,3698.936,IA,Scott County,Iowa,Midwest,41.52364,-90.57764,3016489.209,40688.296,20040.504,33.0,2017-05,5
52523,SO - 0004453,2017-05-29,Zoonoodle Ltd,Wholesale,Product 20,5,1058.6000000000001,5293.000000000001,656.3320000000001,CA,San Diego County,California,West,33.20004,-117.24254,2067108.1199999999,3281.6600000000008,2011.3400000000001,37.99999999999999,2017-05,5
52524,SO - 0006881,2017-05-29,Kare Corp,Distributor,Product 25,12,1259.6000000000001,15115.2,516.436,GA,DeKalb County/Fulton County,Georgia,South,33.76291,-84.42267,5342315.484,6197.232,8917.968,59.0,2017-05,5
52525,SO - 0007112,2017-05-29,Jabbercube Corp,Distributor,Product 21,6,3169.1,19014.6,2440.207,TX,Williamson County,Texas,South,30.63269,-97.67723,959899.2180000001,14641.241999999998,4373.358,23.000000000000004,2017-05,5
52526,SO - 0009346,2017-05-29,CLINIQUE Ltd,Wholesale,Product 13,7,1011.7,7081.900000000001,839.711,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,3720639.645,5877.977,1203.9230000000007,17.00000000000001,2017-05,5
52527,SO - 0002637,2017-05-29,BB17 Company,Wholesale,Product 11,10,1025.1000000000001,10251.000000000002,533.0520000000001,WA,Franklin County,Washington,West,46.23958,-119.10057,1230458.484,5330.520000000001,4920.4800000000005,48.0,2017-05,5
52528,SO - 0002813,2017-05-29,Centizu Company,Wholesale,Product 21,12,3946.3,47355.600000000006,1775.835,FL,Volusia County,Florida,South,29.13832,-80.99561,959899.2180000001,21310.02,26045.580000000005,55.00000000000001,2017-05,5
52529,SO - 0003301,2017-05-29,Zooveo Company,Distributor,Product 5,9,1742.0,15678.0,1027.78,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,3925424.5420000004,9250.02,6427.98,41.0,2017-05,5
52530,SO - 0005504,2017-05-29,MEIJER Corp,Wholesale,Product 14,9,3966.4,35697.6,1586.5600000000002,NY,Erie County,New York,Northeast,42.90339,-78.75475,4028698.4090000005,14279.04,21418.559999999998,60.0,2017-05,5
52531,SO - 0006071,2017-05-29,CLINIQUE Ltd,Wholesale,Product 2,8,2659.9,21279.2,2260.915,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,3050087.565,18087.32,3191.880000000001,15.000000000000005,2017-05,5
52532,SO - 0006399,2017-05-29,Geiss Company,Wholesale,Product 30,6,1333.3,7999.799999999999,1026.641,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,1011609.684,6159.8460000000005,1839.9539999999988,22.999999999999986,2017-05,5
52533,SO - 0006889,2017-05-29,Skidoo Company,Wholesale,Product 2,9,2505.8,22552.2,1077.4940000000001,IL,Will County,Illinois,Midwest,41.59381,-88.19968,3050087.565,9697.446000000002,12854.753999999999,56.99999999999999,2017-05,5
52534,SO - 0009793,2017-05-29,Voolith Ltd,Distributor,Product 2,8,3839.1,30712.8,2648.979,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,3050087.565,21191.832,9520.968,31.000000000000007,2017-05,5
52535,SO - 0009361,2017-05-29,Vimbo Company,Wholesale,Product 18,11,1159.1000000000001,12750.100000000002,602.7320000000001,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,2309499.045,6630.052000000001,6120.048000000002,48.00000000000001,2017-05,5
52536,SO - 0009277,2017-05-29,Blogtags Ltd,Distributor,Product 25,6,3390.2000000000003,20341.2,1966.316,IL,Cook County,Illinois,Midwest,42.03336,-87.8834,5342315.484,11797.896,8543.304,42.0,2017-05,5
52537,SO - 0008306,2017-05-29,Roomm Company,Wholesale,Product 16,9,1340.0,12060.0,978.1999999999999,MA,Norfolk County,Massachusetts,Northeast,42.20668,-70.94585000000001,2062061.144,8803.8,3256.2000000000007,27.000000000000007,2017-05,5
52538,SO - 0002808,2017-05-29,Tekfly Group,Wholesale,Product 2,9,991.6,8924.4,694.12,OK,Comanche County,Oklahoma,South,34.60869,-98.39033,3050087.565,6247.08,2677.3199999999997,30.0,2017-05,5
52539,SO - 0004998,2017-05-29,Dazzlesphe Corp,Distributor,Product 6,12,911.2,10934.400000000001,537.608,IL,Cook County,Illinois,Midwest,42.03336,-87.8834,1672229.416,6451.295999999999,4483.104000000002,41.000000000000014,2017-05,5
52540,SO - 0005539,2017-05-29,Eidel Corp,Wholesale,Product 25,9,830.8000000000001,7477.200000000001,689.5640000000001,FL,Marion County,Florida,South,29.1872,-82.14009,5342315.484,6206.076000000001,1271.1239999999998,16.999999999999996,2017-05,5
52541,SO - 0010380,2017-05-29,Accudial Company,Wholesale,Product 29,8,221.1,1768.8,119.394,FL,Flagler County,Florida,South,29.58497,-81.20784,594471.5700000001,955.152,813.6479999999999,46.0,2017-05,5
52542,SO - 0009318,2017-05-29,CARDINAL Group,Distributor,Product 6,6,268.0,1608.0,171.52,FL,Miami-Dade County,Florida,South,25.72149,-80.26838,1672229.416,1029.1200000000001,578.8799999999999,35.99999999999999,2017-05,5
52543,SO - 000483,2017-05-29,Camido Company,Distributor,Product 1,12,864.3000000000001,10371.6,700.0830000000001,TX,Midland County/Ector County,Texas,South,31.88378,-102.34106,3016489.209,8400.996000000001,1970.6039999999994,18.999999999999993,2017-05,5
52544,SO - 0002225,2017-05-29,Cantrell Company,Wholesale,Product 18,7,1869.3,13085.1,1084.194,CA,Los Angeles County,California,West,33.83585,-118.34063,2309499.045,7589.358,5495.742,42.0,2017-05,5
52545,SO - 0003029,2017-05-29,Safecor Corp,Distributor,Product 16,11,1929.6000000000001,21225.600000000002,1022.6880000000001,OK,Cleveland County,Oklahoma,South,35.22257,-97.43948,2062061.144,11249.568000000001,9976.032000000001,47.0,2017-05,5
52546,SO - 0004177,2017-05-29,Cantrell Company,Wholesale,Product 30,10,1896.1000000000001,18961.0,1004.9330000000001,NV,Clark County,Nevada,West,36.02525,-115.24194,1011609.684,10049.330000000002,8911.669999999998,46.99999999999999,2017-05,5
52547,SO - 0006714,2017-05-29,State Ltd,Distributor,Product 25,11,830.8000000000001,9138.800000000001,548.3280000000001,CA,Orange County,California,West,33.88863,-117.81311,5342315.484,6031.608000000001,3107.192,34.0,2017-05,5
52548,SO - 0008889,2017-05-29,Colgate-Pa Group,Wholesale,Product 9,6,1239.5,7437.0,607.355,NC,Chatham County/Wake County,North Carolina,South,35.78088,-78.81327,710415.405,3644.13,3792.87,51.0,2017-05,5
52549,SO - 0010543,2017-05-29,Neutrogena Ltd,Distributor,Product 14,9,6003.2,54028.799999999996,2401.28,IN,Allen County,Indiana,Midwest,41.13925,-85.05898,4028698.4090000005,21611.52,32417.279999999995,60.0,2017-05,5
52550,SO - 000230,2017-05-29,GOOD Ltd,Wholesale,Product 24,5,261.3,1306.5,112.35900000000001,NC,Mecklenburg County,North Carolina,South,35.22709,-80.84313,756557.97,561.7950000000001,744.7049999999999,56.99999999999999,2017-05,5
52551,SO - 000561,2017-05-29,Zooveo Company,Wholesale,Product 13,7,1206.0,8442.0,663.3000000000001,IN,Allen County,Indiana,Midwest,41.13925,-85.05898,3720639.645,4643.1,3798.8999999999996,44.99999999999999,2017-05,5
52552,SO - 0001833,2017-05-29,GOOD Ltd,Wholesale,Product 2,10,1065.3,10653.0,564.609,NY,Nassau County,New York,Northeast,40.80049,-73.51056,3050087.565,5646.09,5006.91,47.0,2017-05,5
52553,SO - 0007600,2017-05-29,Natures Group,Distributor,Product 7,5,3651.5,18257.5,2409.9900000000002,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,889737.555,12049.95,6207.549999999999,34.0,2017-05,5
52554,SO - 0008741,2017-05-29,Fivebridge Ltd,Wholesale,Product 8,8,904.5,7236.0,750.735,UT,Salt Lake County,Utah,West,40.56217,-111.92966,1085037.3290000001,6005.88,1230.12,17.0,2017-05,5
52555,SO - 0009293,2017-05-29,Camido Company,Wholesale,Product 1,8,3966.4,31731.2,2300.5119999999997,CA,Los Angeles County,California,West,34.08529,-117.9609,3016489.209,18404.095999999998,13327.104000000003,42.00000000000001,2017-05,5
52556,SO - 0008626,2017-05-29,Accord Group,Export,Product 6,5,1078.7,5393.5,852.1730000000001,FL,Orange County,Florida,South,28.5641,-81.2114,1672229.416,4260.865000000001,1132.6349999999993,20.99999999999999,2017-05,5
52557,SO - 0008791,2017-05-29,Vimbo Company,Wholesale,Product 3,12,3484.0,41808.0,2160.08,SC,York County,South Carolina,South,34.92487,-81.02508,2642352.432,25920.96,15887.04,38.0,2017-05,5
52558,SO - 0001085,2017-05-30,Mydeo Ltd,Wholesale,Product 4,11,1768.8,19456.8,707.52,MA,Suffolk County,Massachusetts,Northeast,42.35843,-71.05977,2885560.824,7782.719999999999,11674.08,60.0,2017-05,5
52559,SO - 0004870,2017-05-30,EMD Group,Distributor,Product 27,5,2840.8,14204.0,2045.376,NJ,Hudson County,New Jersey,Northeast,40.77955,-74.02375,964940.2310000001,10226.88,3977.120000000001,28.000000000000007,2017-05,5
52560,SO - 0005043,2017-05-30,Cadila Ltd,Distributor,Product 18,10,897.8000000000001,8978.0,466.85600000000005,CA,Los Angeles County,California,West,33.98168,-118.22507,2309499.045,4668.56,4309.44,48.0,2017-05,5
52561,SO - 0005825,2017-05-30,Livepath Corp,Distributor,Product 3,12,1889.4,22672.800000000003,906.912,CA,Los Angeles County,California,West,34.00944,-118.10528,2642352.432,10882.944,11789.856000000003,52.000000000000014,2017-05,5
52562,SO - 0010048,2017-05-30,Vimbo Company,Distributor,Product 25,5,5540.900000000001,27704.500000000004,2437.996,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,5342315.484,12189.98,15514.520000000004,56.00000000000001,2017-05,5
52563,SO - 0008457,2017-05-30,Cantrell Company,Distributor,Product 25,8,1922.9,15383.2,999.9080000000001,OH,Lorain County,Ohio,Midwest,41.45282,-82.18237,5342315.484,7999.264000000001,7383.936,48.0,2017-05,5
52564,SO - 000213,2017-05-30,Zoomdog Corp,Wholesale,Product 16,7,1715.2,12006.4,857.6,WA,King County,Washington,West,47.67399,-122.12151,2062061.144,6003.2,6003.2,50.0,2017-05,5
52565,SO - 000828,2017-05-30,Geiss Company,Wholesale,Product 1,5,1916.2,9581.0,1015.5860000000001,IN,Hamilton County,Indiana,Midwest,39.95559,-86.01387,3016489.209,5077.93,4503.07,47.0,2017-05,5
52566,SO - 000830,2017-05-30,Actavis Company,Wholesale,Product 14,6,2251.2000000000003,13507.2,1710.9120000000003,VA,Richmond city,Virginia,South,37.55376,-77.46026,4028698.4090000005,10265.472000000002,3241.727999999999,23.999999999999993,2017-05,5
52567,SO - 0001488,2017-05-30,Skajo Ltd,Wholesale,Product 5,12,1862.6000000000001,22351.2,1527.332,VA,Suffolk city,Virginia,South,36.72821,-76.58356,3925424.5420000004,18327.984,4023.2160000000003,18.000000000000004,2017-05,5
52568,SO - 0002307,2017-05-30,Browsebug Company,Export,Product 19,11,167.5,1842.5,78.725,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,1645841.6,865.9749999999999,976.5250000000001,53.0,2017-05,5
52569,SO - 0003437,2017-05-30,Blogspan Ltd,Wholesale,Product 1,8,1051.9,8415.2,715.2920000000001,NC,Cumberland County,North Carolina,South,35.05266,-78.87836,3016489.209,5722.336000000001,2692.8639999999996,31.99999999999999,2017-05,5
52570,SO - 0006233,2017-05-30,Centizu Company,Distributor,Product 13,8,1011.7,8093.6,728.424,FL,Miami-Dade County,Florida,South,25.8576,-80.27811,3720639.645,5827.392,2266.2080000000005,28.000000000000004,2017-05,5
52571,SO - 0006586,2017-05-30,Wordpedia Ltd,Distributor,Product 5,7,1025.1000000000001,7175.700000000001,420.29100000000005,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,3925424.5420000004,2942.0370000000003,4233.6630000000005,59.0,2017-05,5
52572,SO - 0007734,2017-05-30,Mita Corp,Export,Product 19,11,1956.4,21520.4,1565.1200000000001,TX,Tarrant County,Texas,South,32.8343,-97.2289,1645841.6,17216.32,4304.080000000002,20.000000000000007,2017-05,5
52573,SO - 0008084,2017-05-30,Linklinks Ltd,Distributor,Product 20,7,3959.7000000000003,27717.9,2930.1780000000003,IL,Cook County/Kane County,Illinois,Midwest,42.06521,-88.153,2067108.1199999999,20511.246000000003,7206.653999999999,25.999999999999996,2017-05,5
52574,SO - 0008298,2017-05-30,Flipbug Ltd,Export,Product 5,5,5098.7,25493.5,3365.142,IL,McLean County,Illinois,Midwest,40.53839,-88.98528,3925424.5420000004,16825.71,8667.79,34.0,2017-05,5
52575,SO - 0001962,2017-05-30,Epic Group,Wholesale,Product 25,9,1051.9,9467.1,757.368,CA,Ventura County,California,West,34.1975,-119.17705,5342315.484,6816.312000000001,2650.7879999999996,27.999999999999993,2017-05,5
52576,SO - 0002111,2017-05-30,Terumo Corp,Wholesale,Product 4,7,1842.5,12897.5,1197.625,IL,Peoria County,Illinois,Midwest,40.74495,-89.60964,2885560.824,8383.375,4514.125,35.0,2017-05,5
52577,SO - 0002949,2017-05-30,Neutrogena Ltd,Wholesale,Product 3,8,3906.1,31248.8,1601.501,CA,San Joaquin County,California,West,37.9577,-121.29078,2642352.432,12812.008,18436.792,59.00000000000001,2017-05,5
52578,SO - 0005223,2017-05-30,Pfizer Corp,Export,Product 16,7,2398.6,16790.2,1990.8379999999997,CA,San Bernardino County,California,West,34.06334,-117.65089,2062061.144,13935.865999999998,2854.3340000000026,17.000000000000014,2017-05,5
52579,SO - 0006728,2017-05-30,Pacific Ltd,Wholesale,Product 25,7,3865.9,27061.3,2706.13,CA,Alameda County,California,West,37.72493,-122.15608,5342315.484,18942.91,8118.389999999999,30.0,2017-05,5
52580,SO - 0008952,2017-05-30,Lazzy Group,Wholesale,Product 26,12,221.1,2653.2,172.458,CA,San Diego County,California,West,33.19587,-117.37948,5685138.2700000005,2069.496,583.7039999999997,21.999999999999993,2017-05,5
52581,SO - 000236,2017-05-30,SHISEIDO Ltd,Export,Product 8,11,3999.9,43998.9,2359.941,WA,Snohomish County,Washington,West,48.05176,-122.17708,1085037.3290000001,25959.351,18039.549000000003,41.0,2017-05,5
52582,SO - 0003997,2017-05-30,Linkbuzz Ltd,Wholesale,Product 25,12,5701.7,68420.4,2850.85,LA,Lafayette Parish,Louisiana,South,30.22409,-92.01984,5342315.484,34210.2,34210.2,50.0,2017-05,5
52583,SO - 0006140,2017-05-30,State Ltd,Wholesale,Product 14,8,2237.8,17902.4,1253.1680000000001,CA,Madera County,California,West,36.96134,-120.06072,4028698.4090000005,10025.344000000001,7877.0560000000005,44.0,2017-05,5
52584,SO - 0007646,2017-05-30,ALK-Abello Ltd,Distributor,Product 2,7,3886.0,27202.0,2914.5,CA,Ventura County,California,West,34.26945,-118.78148,3050087.565,20401.5,6800.5,25.0,2017-05,5
52585,SO - 0008176,2017-05-30,Yodoo Ltd,Distributor,Product 2,11,214.4,2358.4,124.35199999999999,IL,DuPage County,Illinois,Midwest,41.7543,-87.97753,3050087.565,1367.8719999999998,990.5280000000002,42.00000000000001,2017-05,5
52586,SO - 0009372,2017-05-30,Golden Corp,Wholesale,Product 26,9,2338.3,21044.7,1286.0650000000003,NC,Cumberland County,North Carolina,South,35.05266,-78.87836,5685138.2700000005,11574.585000000003,9470.114999999998,44.99999999999999,2017-05,5
52587,SO - 0002800,2017-05-30,Divanoodle Ltd,Wholesale,Product 26,6,1098.8,6592.799999999999,549.4,NC,Alamance County/Guilford County,North Carolina,South,36.07613,-79.4683,5685138.2700000005,3296.3999999999996,3296.3999999999996,50.0,2017-05,5
52588,SO - 0005971,2017-05-30,Cogilith Group,Distributor,Product 2,9,1112.2,10009.800000000001,800.784,CA,Stanislaus County,California,West,37.6391,-120.99688,3050087.565,7207.056,2802.7440000000015,28.000000000000014,2017-05,5
